Name,SUBDIVISION,YEAR,ANNUAL
ROW1770,Jammu & Kashmir,1938,1061.8
ROW1771,Jammu & Kashmir,1939,1003.3
ROW1772,Jammu & Kashmir,1940,878.4
ROW1773,Jammu & Kashmir,1941,871.7
ROW1774,Jammu & Kashmir,1942,1239.9
ROW1775,Jammu & Kashmir,1943,1167.7
ROW1776,Jammu & Kashmir,1944,1050.9
ROW1777,Jammu & Kashmir,1945,856.3
ROW1778,Jammu & Kashmir,1946,922.3
ROW1779,Jammu & Kashmir,1947,913.9
ROW1780,Jammu & Kashmir,1948,1183.1
ROW1781,Jammu & Kashmir,1949,947
ROW1782,Jammu & Kashmir,1950,1523.1
ROW1783,Jammu & Kashmir,1951,962.8
ROW1784,Jammu & Kashmir,1952,1069.5
ROW1785,Jammu & Kashmir,1953,1229.7
ROW1786,Jammu & Kashmir,1954,1307.3
ROW1787,Jammu & Kashmir,1955,1156.5
ROW1788,Jammu & Kashmir,1956,1520.7
ROW1789,Jammu & Kashmir,1957,1520.3
ROW1790,Jammu & Kashmir,1958,1350.4
ROW1791,Jammu & Kashmir,1959,1550.2
ROW1792,Jammu & Kashmir,1960,766.4
ROW1793,Jammu & Kashmir,1961,1137.9
ROW1794,Jammu & Kashmir,1962,930.3
ROW1795,Jammu & Kashmir,1963,909.1
ROW1796,Jammu & Kashmir,1964,946.2
ROW1797,Jammu & Kashmir,1965,912.5
ROW1798,Jammu & Kashmir,1966,1378.9
ROW1799,Jammu & Kashmir,1967,1091.4
ROW1800,Jammu & Kashmir,1968,1065.5
ROW1801,Jammu & Kashmir,1969,1095.6
ROW1802,Jammu & Kashmir,1970,656.9
ROW1803,Jammu & Kashmir,1971,764.5
ROW1804,Jammu & Kashmir,1972,1145.7
ROW1805,Jammu & Kashmir,1973,1100.5
ROW1806,Jammu & Kashmir,1974,802.5
ROW1807,Jammu & Kashmir,1975,1180.5
ROW1808,Jammu & Kashmir,1976,1023.4
ROW1809,Jammu & Kashmir,1977,955.1
ROW1810,Jammu & Kashmir,1978,1061.6
ROW1811,Jammu & Kashmir,1979,1077.4
ROW1812,Jammu & Kashmir,1980,1017.7
ROW1813,Jammu & Kashmir,1981,1135.5
ROW1814,Jammu & Kashmir,1982,1202.1
ROW1815,Jammu & Kashmir,1983,1485.2
ROW1816,Jammu & Kashmir,1984,1157.3
ROW1817,Jammu & Kashmir,1985,1167.2
ROW1818,Jammu & Kashmir,1986,1521.1
ROW1819,Jammu & Kashmir,1987,1216
ROW1820,Jammu & Kashmir,1988,1671
ROW1821,Jammu & Kashmir,1989,1216
ROW1822,Jammu & Kashmir,1990,1573.8
ROW1823,Jammu & Kashmir,1991,1449
ROW1824,Jammu & Kashmir,1992,1478
ROW1825,Jammu & Kashmir,1993,1243.7
ROW1826,Jammu & Kashmir,1994,1732.4
ROW1827,Jammu & Kashmir,1995,1619.6
ROW1828,Jammu & Kashmir,1996,1620.5
ROW1829,Jammu & Kashmir,1997,1295.9
ROW1830,Jammu & Kashmir,1998,1325.8
ROW1831,Jammu & Kashmir,1999,890.6
ROW1832,Jammu & Kashmir,2000,984.6
ROW1833,Jammu & Kashmir,2001,952.7
ROW1834,Jammu & Kashmir,2002,903.4
ROW1835,Jammu & Kashmir,2003,1311.1
ROW1836,Jammu & Kashmir,2004,944.8
ROW1837,Jammu & Kashmir,2005,1692.6
ROW1838,Jammu & Kashmir,2006,1519.9
ROW1839,Jammu & Kashmir,2007,1023.6
ROW1840,Jammu & Kashmir,2008,1224.5
ROW1841,Jammu & Kashmir,2009,1104.389322
ROW1842,Jammu & Kashmir,2010,997.8
ROW1843,Jammu & Kashmir,2011,887.6
ROW1844,Jammu & Kashmir,2012,1034.7
ROW1845,Jammu & Kashmir,2013,859.3
ROW1846,Jammu & Kashmir,2014,1093.5
ROW1847,Jammu & Kashmir,2015,1572.9
ROW1848,Jammu & Kashmir,2016,902.9
ROW1849,Jammu & Kashmir,2017,1279.1
ROW1850,West Rajasthan,1901,158.8
ROW1851,West Rajasthan,1902,195.5
ROW1852,West Rajasthan,1903,307.2
ROW1853,West Rajasthan,1904,167.9
ROW1854,West Rajasthan,1905,114.4
ROW1855,West Rajasthan,1906,269.6
ROW1856,West Rajasthan,1907,353.3
ROW1857,West Rajasthan,1908,582
ROW1858,West Rajasthan,1909,426.2
ROW1859,West Rajasthan,1910,293.4
ROW1860,West Rajasthan,1911,138.9
ROW1861,West Rajasthan,1912,279.8
ROW1862,West Rajasthan,1913,248.1
ROW1863,West Rajasthan,1914,302.3
ROW1864,West Rajasthan,1915,147.3
ROW1865,West Rajasthan,1916,421.7
ROW1866,West Rajasthan,1917,768.8
ROW1867,West Rajasthan,1918,62.2
ROW1868,West Rajasthan,1919,305
ROW1869,West Rajasthan,1920,248.6
ROW1870,West Rajasthan,1921,218
ROW1871,West Rajasthan,1922,244.9
ROW1872,West Rajasthan,1923,273.4
ROW1873,West Rajasthan,1924,297
ROW1874,West Rajasthan,1925,169.6
ROW1875,West Rajasthan,1926,440.2
ROW1876,West Rajasthan,1927,332.5
ROW1877,West Rajasthan,1928,272.1
ROW1878,West Rajasthan,1929,303.3
ROW1879,West Rajasthan,1930,230
ROW1880,West Rajasthan,1931,395.3
ROW1881,West Rajasthan,1932,265.1
ROW1882,West Rajasthan,1933,376.2
ROW1883,West Rajasthan,1934,322.4
ROW1884,West Rajasthan,1935,256.7
ROW1885,West Rajasthan,1936,265.4
ROW1886,West Rajasthan,1937,292.4
ROW1887,West Rajasthan,1938,183.5
ROW1888,West Rajasthan,1939,137.4
ROW1889,West Rajasthan,1940,292.4
ROW1890,West Rajasthan,1941,224.6
ROW1891,West Rajasthan,1942,338.9
ROW1892,West Rajasthan,1943,295.5
ROW1893,West Rajasthan,1944,525
ROW1894,West Rajasthan,1945,363.9
ROW1895,West Rajasthan,1946,223
ROW1896,West Rajasthan,1947,253.2
ROW1897,West Rajasthan,1948,233.5
ROW1898,West Rajasthan,1949,224.7
ROW1899,West Rajasthan,1950,278.3
ROW1900,West Rajasthan,1951,179.9
ROW1901,West Rajasthan,1952,267.2
ROW1902,West Rajasthan,1953,304.3
ROW1903,West Rajasthan,1954,250.5
ROW1904,West Rajasthan,1955,391.3
ROW1905,West Rajasthan,1956,374.1
ROW1906,West Rajasthan,1957,267.3
ROW1907,West Rajasthan,1958,264.1
ROW1908,West Rajasthan,1959,335.4
ROW1909,West Rajasthan,1960,217.8
ROW1910,West Rajasthan,1961,400.3
ROW1911,West Rajasthan,1962,262.4
ROW1912,West Rajasthan,1963,174.5
ROW1913,West Rajasthan,1964,337.4
ROW1914,West Rajasthan,1965,215.2
ROW1915,West Rajasthan,1966,252.9
ROW1916,West Rajasthan,1967,340.3
ROW1917,West Rajasthan,1968,142
ROW1918,West Rajasthan,1969,118.9
ROW1919,West Rajasthan,1970,355.7
ROW1920,West Rajasthan,1971,251.7
ROW1921,West Rajasthan,1972,185.9
ROW1922,West Rajasthan,1973,454.8
ROW1923,West Rajasthan,1974,164.3
ROW1924,West Rajasthan,1975,553.9
ROW1925,West Rajasthan,1976,425.1
ROW1926,West Rajasthan,1977,389.2
ROW1927,West Rajasthan,1978,379.6
ROW1928,West Rajasthan,1979,308.4
ROW1929,West Rajasthan,1980,238.3
ROW1930,West Rajasthan,1981,248.5
ROW1931,West Rajasthan,1982,311.8
ROW1932,West Rajasthan,1983,469.3
ROW1933,West Rajasthan,1984,203.3
ROW1934,West Rajasthan,1985,197.3
ROW1935,West Rajasthan,1986,204.2
ROW1936,West Rajasthan,1987,143
ROW1937,West Rajasthan,1988,280.4
ROW1938,West Rajasthan,1989,248.2
ROW1939,West Rajasthan,1990,445
ROW1940,West Rajasthan,1991,179.1
ROW1941,West Rajasthan,1992,425.8
ROW1942,West Rajasthan,1993,293.5
ROW1943,West Rajasthan,1994,415.4
ROW1944,West Rajasthan,1995,367.8
ROW1945,West Rajasthan,1996,307.8
ROW1946,West Rajasthan,1997,345.2
ROW1947,West Rajasthan,1998,279.6
ROW1948,West Rajasthan,1999,204.3
ROW1949,West Rajasthan,2000,235.4
ROW1950,West Rajasthan,2001,285.3
ROW1951,West Rajasthan,2002,92.2
ROW1952,West Rajasthan,2003,368.1
ROW1953,West Rajasthan,2004,196.8
ROW1954,West Rajasthan,2005,260.6
ROW1955,West Rajasthan,2006,361.3
ROW1956,West Rajasthan,2007,310.7
ROW1957,West Rajasthan,2008,324.1
ROW1958,West Rajasthan,2009,160.5
ROW1959,West Rajasthan,2010,473.3
ROW1960,West Rajasthan,2011,418.7
ROW1961,West Rajasthan,2012,327.3
ROW1962,West Rajasthan,2013,389.5
ROW1963,West Rajasthan,2014,302.4
ROW1964,West Rajasthan,2015,458.5
ROW1965,West Rajasthan,2016,347
ROW1966,West Rajasthan,2017,408.2
ROW1967,East Rajasthan,1901,412.6
ROW1968,East Rajasthan,1902,578.2
ROW1969,East Rajasthan,1903,686.1
ROW1970,East Rajasthan,1904,694.5
ROW1971,East Rajasthan,1905,279.9
ROW1972,East Rajasthan,1906,647.3
ROW1973,East Rajasthan,1907,551.7
ROW1974,East Rajasthan,1908,870.1
ROW1975,East Rajasthan,1909,781.8
ROW1976,East Rajasthan,1910,685.3
ROW1977,East Rajasthan,1911,420.3
ROW1978,East Rajasthan,1912,655.3
ROW1979,East Rajasthan,1913,498.2
ROW1980,East Rajasthan,1914,676.5
ROW1981,East Rajasthan,1915,401.6
ROW1982,East Rajasthan,1916,845.2
ROW1983,East Rajasthan,1917,1350.5
ROW1984,East Rajasthan,1918,273.6
ROW1985,East Rajasthan,1919,786.9
ROW1986,East Rajasthan,1920,596.5
ROW1987,East Rajasthan,1921,547.7
ROW1988,East Rajasthan,1922,669.9
ROW1989,East Rajasthan,1923,690
ROW1990,East Rajasthan,1924,924.4
ROW1991,East Rajasthan,1925,483.7
ROW1992,East Rajasthan,1926,832.3
ROW1993,East Rajasthan,1927,726
ROW1994,East Rajasthan,1928,608.3
ROW1995,East Rajasthan,1929,575.8
ROW1996,East Rajasthan,1930,661.2
ROW1997,East Rajasthan,1931,774.4
ROW1998,East Rajasthan,1932,543.8
ROW1999,East Rajasthan,1933,937.9
ROW2000,East Rajasthan,1934,808.8
ROW2001,East Rajasthan,1935,684.8
ROW2002,East Rajasthan,1936,542.2
ROW2003,East Rajasthan,1937,670.4
ROW2004,East Rajasthan,1938,503.1
ROW2005,East Rajasthan,1939,400.7
ROW2006,East Rajasthan,1940,653
ROW2007,East Rajasthan,1941,505.7
ROW2008,East Rajasthan,1942,939.3
ROW2009,East Rajasthan,1943,716.6
ROW2010,East Rajasthan,1944,906.9
ROW2011,East Rajasthan,1945,861.8
ROW2012,East Rajasthan,1946,887.6
ROW2013,East Rajasthan,1947,714.9
ROW2014,East Rajasthan,1948,663.5
ROW2015,East Rajasthan,1949,509.2
ROW2016,East Rajasthan,1950,739.9
ROW2017,East Rajasthan,1951,362.9
ROW2018,East Rajasthan,1952,712.6
ROW2019,East Rajasthan,1953,585.8
ROW2020,East Rajasthan,1954,666
ROW2021,East Rajasthan,1955,844.6
ROW2022,East Rajasthan,1956,928.9
ROW2023,East Rajasthan,1957,662.3
ROW2024,East Rajasthan,1958,742.7
ROW2025,East Rajasthan,1959,786.3
ROW2026,East Rajasthan,1960,591.6
ROW2027,East Rajasthan,1961,884.3
ROW2028,East Rajasthan,1962,604.1
ROW2029,East Rajasthan,1963,577.6
ROW2030,East Rajasthan,1964,646.2
ROW2031,East Rajasthan,1965,423.9
ROW2032,East Rajasthan,1966,473.3
ROW2033,East Rajasthan,1967,760.1
ROW2034,East Rajasthan,1968,519.5
ROW2035,East Rajasthan,1969,634.1
ROW2036,East Rajasthan,1970,718.4
ROW2037,East Rajasthan,1971,784.4
ROW2038,East Rajasthan,1972,454.3
ROW2039,East Rajasthan,1973,948.2
ROW2040,East Rajasthan,1974,611.9
ROW2041,East Rajasthan,1975,897.9
ROW2042,East Rajasthan,1976,815.4
ROW2043,East Rajasthan,1977,887.5
ROW2044,East Rajasthan,1978,727.2
ROW2045,East Rajasthan,1979,515.2
ROW2046,East Rajasthan,1980,547.4
ROW2047,East Rajasthan,1981,615.3
ROW2048,East Rajasthan,1982,660.3
ROW2049,East Rajasthan,1983,795.3
ROW2050,East Rajasthan,1984,563.4
ROW2051,East Rajasthan,1985,588.1
ROW2052,East Rajasthan,1986,590
ROW2053,East Rajasthan,1987,435.9
ROW2054,East Rajasthan,1988,640.1
ROW2055,East Rajasthan,1989,510.5
ROW2056,East Rajasthan,1990,780.1
ROW2057,East Rajasthan,1991,578.7
ROW2058,East Rajasthan,1992,723.5
ROW2059,East Rajasthan,1993,595.2
ROW2060,East Rajasthan,1994,839.2
ROW2061,East Rajasthan,1995,754.2
ROW2062,East Rajasthan,1996,715.6
ROW2063,East Rajasthan,1997,573.8
ROW2064,East Rajasthan,1998,475.7
ROW2065,East Rajasthan,1999,408.5
ROW2066,East Rajasthan,2000,440.1
ROW2067,East Rajasthan,2001,551.3
ROW2068,East Rajasthan,2002,285.3
ROW2069,East Rajasthan,2003,626.6
ROW2070,East Rajasthan,2004,606.2
ROW2071,East Rajasthan,2005,567.8
ROW2072,East Rajasthan,2006,748.5
ROW2073,East Rajasthan,2007,575.6
ROW2074,East Rajasthan,2008,644.5
ROW2075,East Rajasthan,2009,414.2
ROW2076,East Rajasthan,2010,689.5
ROW2077,East Rajasthan,2011,802
ROW2078,East Rajasthan,2012,693.6
ROW2079,East Rajasthan,2013,836
ROW2080,East Rajasthan,2014,683.3
ROW2081,East Rajasthan,2015,650.7
ROW2082,East Rajasthan,2016,860.6
ROW2083,East Rajasthan,2017,600.4
ROW2084,West Madhya Pradesh,1901,718.2
ROW2085,West Madhya Pradesh,1902,911.8
ROW2086,West Madhya Pradesh,1903,949.5
ROW2087,West Madhya Pradesh,1904,774.3
ROW2088,West Madhya Pradesh,1905,696.6
ROW2089,West Madhya Pradesh,1906,1010.2
ROW2090,West Madhya Pradesh,1907,650.5
ROW2091,West Madhya Pradesh,1908,832.6
ROW2092,West Madhya Pradesh,1909,830.3
ROW2093,West Madhya Pradesh,1910,959.4
ROW2094,West Madhya Pradesh,1911,676.3
ROW2095,West Madhya Pradesh,1912,807.2
ROW2096,West Madhya Pradesh,1913,790.5
ROW2097,West Madhya Pradesh,1914,836.4
ROW2098,West Madhya Pradesh,1915,772.7
ROW2099,West Madhya Pradesh,1916,1219.1
ROW2100,West Madhya Pradesh,1917,1309.3
ROW2101,West Madhya Pradesh,1918,509.5
ROW2102,West Madhya Pradesh,1919,1232.9
ROW2103,West Madhya Pradesh,1920,714.8
ROW2104,West Madhya Pradesh,1921,808.5
ROW2105,West Madhya Pradesh,1922,918.1
ROW2106,West Madhya Pradesh,1923,1071.1
ROW2107,West Madhya Pradesh,1924,1031.1
ROW2108,West Madhya Pradesh,1925,693.4
ROW2109,West Madhya Pradesh,1926,913.8
ROW2110,West Madhya Pradesh,1927,872.8
ROW2111,West Madhya Pradesh,1928,895.7
ROW2112,West Madhya Pradesh,1929,728.6
ROW2113,West Madhya Pradesh,1930,888.2
ROW2114,West Madhya Pradesh,1931,1131.7
ROW2115,West Madhya Pradesh,1932,988.3
ROW2116,West Madhya Pradesh,1933,1211.6
ROW2117,West Madhya Pradesh,1934,1164.9
ROW2118,West Madhya Pradesh,1935,871.2
ROW2119,West Madhya Pradesh,1936,901.1
ROW2120,West Madhya Pradesh,1937,1053.5
ROW2121,West Madhya Pradesh,1938,1001
ROW2122,West Madhya Pradesh,1939,802.6
ROW2123,West Madhya Pradesh,1940,1064.9
ROW2124,West Madhya Pradesh,1941,739.4
ROW2125,West Madhya Pradesh,1942,1201.7
ROW2126,West Madhya Pradesh,1943,962.8
ROW2127,West Madhya Pradesh,1944,1347.7
ROW2128,West Madhya Pradesh,1945,1047.3
ROW2129,West Madhya Pradesh,1946,1250.7
ROW2130,West Madhya Pradesh,1947,1064.7
ROW2131,West Madhya Pradesh,1948,1247.7
ROW2132,West Madhya Pradesh,1949,966.1
ROW2133,West Madhya Pradesh,1950,904.4
ROW2134,West Madhya Pradesh,1951,649.7
ROW2135,West Madhya Pradesh,1952,829.3
ROW2136,West Madhya Pradesh,1953,793.7
ROW2137,West Madhya Pradesh,1954,1100.5
ROW2138,West Madhya Pradesh,1955,1149.2
ROW2139,West Madhya Pradesh,1956,1065.8
ROW2140,West Madhya Pradesh,1957,833
ROW2141,West Madhya Pradesh,1958,1099.7
ROW2142,West Madhya Pradesh,1959,1181.5
ROW2143,West Madhya Pradesh,1960,882.5
ROW2144,West Madhya Pradesh,1961,1433.5
ROW2145,West Madhya Pradesh,1962,905.9
ROW2146,West Madhya Pradesh,1963,905.3
ROW2147,West Madhya Pradesh,1964,879.9
ROW2148,West Madhya Pradesh,1965,594.6
ROW2149,West Madhya Pradesh,1966,680
ROW2150,West Madhya Pradesh,1967,945.6
ROW2151,West Madhya Pradesh,1968,861.3
ROW2152,West Madhya Pradesh,1969,1116.8
ROW2153,West Madhya Pradesh,1970,1113.1
ROW2154,West Madhya Pradesh,1971,1135.6
ROW2155,West Madhya Pradesh,1972,770.2
ROW2156,West Madhya Pradesh,1973,1406.9
ROW2157,West Madhya Pradesh,1974,876.6
ROW2158,West Madhya Pradesh,1975,1064.7
ROW2159,West Madhya Pradesh,1976,1027.6
ROW2160,West Madhya Pradesh,1977,1002.8
ROW2161,West Madhya Pradesh,1978,1003.2
ROW2162,West Madhya Pradesh,1979,781.8
ROW2163,West Madhya Pradesh,1980,874
ROW2164,West Madhya Pradesh,1981,890.2
ROW2165,West Madhya Pradesh,1982,934.1
ROW2166,West Madhya Pradesh,1983,1071.8
ROW2167,West Madhya Pradesh,1984,859.5
ROW2168,West Madhya Pradesh,1985,874.7
ROW2169,West Madhya Pradesh,1986,937.1
ROW2170,West Madhya Pradesh,1987,784
ROW2171,West Madhya Pradesh,1988,951.1
ROW2172,West Madhya Pradesh,1989,758.4
ROW2173,West Madhya Pradesh,1990,1144
ROW2174,West Madhya Pradesh,1991,745.4
ROW2175,West Madhya Pradesh,1992,754.3
ROW2176,West Madhya Pradesh,1993,1031.8
ROW2177,West Madhya Pradesh,1994,1179.6
ROW2178,West Madhya Pradesh,1995,864.6
ROW2179,West Madhya Pradesh,1996,1085.5
ROW2180,West Madhya Pradesh,1997,1058.4
ROW2181,West Madhya Pradesh,1998,926.9
ROW2182,West Madhya Pradesh,1999,1052.7
ROW2183,West Madhya Pradesh,2000,635.1043738
ROW2184,West Madhya Pradesh,2001,787
ROW2185,West Madhya Pradesh,2002,684.3
ROW2186,West Madhya Pradesh,2003,946.3
ROW2187,West Madhya Pradesh,2004,848
ROW2188,West Madhya Pradesh,2005,752.3
ROW2189,West Madhya Pradesh,2006,1169.2
ROW2190,West Madhya Pradesh,2007,806.5
ROW2191,West Madhya Pradesh,2008,791.1
ROW2192,West Madhya Pradesh,2009,876.9
ROW2193,West Madhya Pradesh,2010,776.2
ROW2194,West Madhya Pradesh,2011,1063.9
ROW2195,West Madhya Pradesh,2012,1035.2
ROW2196,West Madhya Pradesh,2013,1396.2
ROW2197,West Madhya Pradesh,2014,864.8
ROW2198,West Madhya Pradesh,2015,1042.2
ROW2199,West Madhya Pradesh,2016,1098
ROW2200,West Madhya Pradesh,2017,768.9
ROW2201,East Madhya Pradesh,1901,1332.7
ROW2202,East Madhya Pradesh,1902,984.3
ROW2203,East Madhya Pradesh,1903,1178.1
ROW2204,East Madhya Pradesh,1904,1144.3
ROW2205,East Madhya Pradesh,1905,886.2
ROW2206,East Madhya Pradesh,1906,1369.7
ROW2207,East Madhya Pradesh,1907,1009.6
ROW2208,East Madhya Pradesh,1908,1430.5
ROW2209,East Madhya Pradesh,1909,1122
ROW2210,East Madhya Pradesh,1910,1222.2
ROW2211,East Madhya Pradesh,1911,1197.1
ROW2212,East Madhya Pradesh,1912,1150.5
ROW2213,East Madhya Pradesh,1913,936.2
ROW2214,East Madhya Pradesh,1914,1250
ROW2215,East Madhya Pradesh,1915,1382.4
ROW2216,East Madhya Pradesh,1916,1480.2
ROW2217,East Madhya Pradesh,1917,1639.3
ROW2218,East Madhya Pradesh,1918,930.5
ROW2219,East Madhya Pradesh,1919,1747.3
ROW2220,East Madhya Pradesh,1920,899.6
ROW2221,East Madhya Pradesh,1921,1132
ROW2222,East Madhya Pradesh,1922,1237.9
ROW2223,East Madhya Pradesh,1923,1443.8
ROW2224,East Madhya Pradesh,1924,1315.4
ROW2225,East Madhya Pradesh,1925,1354.4
ROW2226,East Madhya Pradesh,1926,1727
ROW2227,East Madhya Pradesh,1927,1235.9
ROW2228,East Madhya Pradesh,1928,1107
ROW2229,East Madhya Pradesh,1929,1247.5
ROW2230,East Madhya Pradesh,1930,1203.9
ROW2231,East Madhya Pradesh,1931,1342.2
ROW2232,East Madhya Pradesh,1932,1151.1
ROW2233,East Madhya Pradesh,1933,1368.4
ROW2234,East Madhya Pradesh,1934,1473.2
ROW2235,East Madhya Pradesh,1935,1279.9
ROW2236,East Madhya Pradesh,1936,1504.2
ROW2237,East Madhya Pradesh,1937,1398.1
ROW2238,East Madhya Pradesh,1938,1373.7
ROW2239,East Madhya Pradesh,1939,1347.3
ROW2240,East Madhya Pradesh,1940,1192.8
ROW2241,East Madhya Pradesh,1941,828.1
ROW2242,East Madhya Pradesh,1942,1508.3
ROW2243,East Madhya Pradesh,1943,1382.5
ROW2244,East Madhya Pradesh,1944,1427.1
ROW2245,East Madhya Pradesh,1945,1286.2
ROW2246,East Madhya Pradesh,1946,1494.5
ROW2247,East Madhya Pradesh,1947,1419.6
ROW2248,East Madhya Pradesh,1948,1430.5
ROW2249,East Madhya Pradesh,1949,1235.4
ROW2250,East Madhya Pradesh,1950,1177.9
ROW2251,East Madhya Pradesh,1951,1175.4
ROW2252,East Madhya Pradesh,1952,1155.4
ROW2253,East Madhya Pradesh,1953,1007
ROW2254,East Madhya Pradesh,1954,1076.5
ROW2255,East Madhya Pradesh,1955,1420.9
ROW2256,East Madhya Pradesh,1956,1515.9
ROW2257,East Madhya Pradesh,1957,1000.8
ROW2258,East Madhya Pradesh,1958,1171.5
ROW2259,East Madhya Pradesh,1959,1302.2
ROW2260,East Madhya Pradesh,1960,1252
ROW2261,East Madhya Pradesh,1961,1598.7
ROW2262,East Madhya Pradesh,1962,1068.4
ROW2263,East Madhya Pradesh,1963,1120.2
ROW2264,East Madhya Pradesh,1964,1187.3
ROW2265,East Madhya Pradesh,1965,697.9
ROW2266,East Madhya Pradesh,1966,849.3
ROW2267,East Madhya Pradesh,1967,1407.8
ROW2268,East Madhya Pradesh,1968,973.7
ROW2269,East Madhya Pradesh,1969,1241.9
ROW2270,East Madhya Pradesh,1970,1342.3
ROW2271,East Madhya Pradesh,1971,1518.8
ROW2272,East Madhya Pradesh,1972,1038.2
ROW2273,East Madhya Pradesh,1973,1252.4
ROW2274,East Madhya Pradesh,1974,971.2
ROW2275,East Madhya Pradesh,1975,1434.3
ROW2276,East Madhya Pradesh,1976,1055.7
ROW2277,East Madhya Pradesh,1977,1372.2
ROW2278,East Madhya Pradesh,1978,1392.5
ROW2279,East Madhya Pradesh,1979,809.7
ROW2280,East Madhya Pradesh,1980,1369.1
ROW2281,East Madhya Pradesh,1981,1036.1
ROW2282,East Madhya Pradesh,1982,1297.2
ROW2283,East Madhya Pradesh,1983,1275.5
ROW2284,East Madhya Pradesh,1984,1110.7
ROW2285,East Madhya Pradesh,1985,1115.3
ROW2286,East Madhya Pradesh,1986,1029.2
ROW2287,East Madhya Pradesh,1987,1116.1
ROW2288,East Madhya Pradesh,1988,1069.5
ROW2289,East Madhya Pradesh,1989,921
ROW2290,East Madhya Pradesh,1990,1379.9
ROW2291,East Madhya Pradesh,1991,1016.8
ROW2292,East Madhya Pradesh,1992,1051.1
ROW2293,East Madhya Pradesh,1993,1118.8
ROW2294,East Madhya Pradesh,1994,1533.8
ROW2295,East Madhya Pradesh,1995,1032.3
ROW2296,East Madhya Pradesh,1996,986.7
ROW2297,East Madhya Pradesh,1997,1357
ROW2298,East Madhya Pradesh,1998,1013.4
ROW2299,East Madhya Pradesh,1999,1443.9
ROW2300,East Madhya Pradesh,2000,874.3
ROW2301,East Madhya Pradesh,2001,1170.1
ROW2302,East Madhya Pradesh,2002,950
ROW2303,East Madhya Pradesh,2003,1438
ROW2304,East Madhya Pradesh,2004,955.3
ROW2305,East Madhya Pradesh,2005,1366.4
ROW2306,East Madhya Pradesh,2006,943.3
ROW2307,East Madhya Pradesh,2007,653.7
ROW2308,East Madhya Pradesh,2008,1003.2
ROW2309,East Madhya Pradesh,2009,944
ROW2310,East Madhya Pradesh,2010,960.6
ROW2311,East Madhya Pradesh,2011,1275.2
ROW2312,East Madhya Pradesh,2012,1053.2
ROW2313,East Madhya Pradesh,2013,1521.9
ROW2314,East Madhya Pradesh,2014,925
ROW2315,East Madhya Pradesh,2015,939.2
ROW2316,East Madhya Pradesh,2016,1340
ROW2317,East Madhya Pradesh,2017,840.1
ROW2318,Gujarat Region,1901,554.3
ROW2319,Gujarat Region,1902,864
ROW2320,Gujarat Region,1903,887.7
ROW2321,Gujarat Region,1904,492.6
ROW2322,Gujarat Region,1905,811.5
ROW2323,Gujarat Region,1906,890.5
ROW2324,Gujarat Region,1907,996.9
ROW2325,Gujarat Region,1908,1027.5
ROW2326,Gujarat Region,1909,977.8
ROW2327,Gujarat Region,1910,974.6
ROW2328,Gujarat Region,1911,403.5
ROW2329,Gujarat Region,1912,1118.6
ROW2330,Gujarat Region,1913,1162.6
ROW2331,Gujarat Region,1914,1107.5
ROW2332,Gujarat Region,1915,567.3
ROW2333,Gujarat Region,1916,952.9
ROW2334,Gujarat Region,1917,1524.9
ROW2335,Gujarat Region,1918,392.7
ROW2336,Gujarat Region,1919,1067.4
ROW2337,Gujarat Region,1920,708.8
ROW2338,Gujarat Region,1921,1172.7
ROW2339,Gujarat Region,1922,878.6
ROW2340,Gujarat Region,1923,553.2
ROW2341,Gujarat Region,1924,909.6
ROW2342,Gujarat Region,1925,593
ROW2343,Gujarat Region,1926,1274.4
ROW2344,Gujarat Region,1927,1422.1
ROW2345,Gujarat Region,1928,821
ROW2346,Gujarat Region,1929,676.3
ROW2347,Gujarat Region,1930,894.6
ROW2348,Gujarat Region,1931,1104.5
ROW2349,Gujarat Region,1932,906.6
ROW2350,Gujarat Region,1933,1137
ROW2351,Gujarat Region,1934,979.5
ROW2352,Gujarat Region,1935,757
ROW2353,Gujarat Region,1936,609.2
ROW2354,Gujarat Region,1937,1203
ROW2355,Gujarat Region,1938,814.7
ROW2356,Gujarat Region,1939,605.6
ROW2357,Gujarat Region,1940,870
ROW2358,Gujarat Region,1941,961.7
ROW2359,Gujarat Region,1942,1186.6
ROW2360,Gujarat Region,1943,912.8
ROW2361,Gujarat Region,1944,1340.4
ROW2362,Gujarat Region,1945,1276.8
ROW2363,Gujarat Region,1946,1147.6
ROW2364,Gujarat Region,1947,783.3
ROW2365,Gujarat Region,1948,473.8
ROW2366,Gujarat Region,1949,800.4
ROW2367,Gujarat Region,1950,1129.3
ROW2368,Gujarat Region,1951,478.4
ROW2369,Gujarat Region,1952,776.4
ROW2370,Gujarat Region,1953,1055.4
ROW2371,Gujarat Region,1954,1247.9
ROW2372,Gujarat Region,1955,975.5
ROW2373,Gujarat Region,1956,1366.7
ROW2374,Gujarat Region,1957,647.8
ROW2375,Gujarat Region,1958,1123.3
ROW2376,Gujarat Region,1959,1560.6
ROW2377,Gujarat Region,1960,649.6
ROW2378,Gujarat Region,1961,945
ROW2379,Gujarat Region,1962,773
ROW2380,Gujarat Region,1963,997.7
ROW2381,Gujarat Region,1964,892.7
ROW2382,Gujarat Region,1965,656.8
ROW2383,Gujarat Region,1966,696.5
ROW2384,Gujarat Region,1967,938.6
